Identifikator,Perioden Id,Jahres Id,Geräte_Name,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1114672.47303,SP1114672.54.325,SY1114672.2026.47303,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47303,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47304,SP1114672.54.326,SY1114672.2026.47304,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47304,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47305,SP1114672.54.327,SY1114672.2026.47305,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47305,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47306,SP1114672.54.328,SY1114672.2026.47306,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47306,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47307,SP1114672.54.329,SY1114672.2026.47307,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47307,SALE,1,2.4,2.4,0.0,0.0,0.0,0.0,S8,Rührei,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,2.242991,0.157009,Pagersystem
S1114672.47308,SP1114672.54.330,SY1114672.2026.47308,iPad1(1114672),01.06.26 18:22,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47308,SALE,1,2.5,2.5,0.0,0.0,0.0,0.0,152,"Wasser Still (0,3 L)",Getränke(1549873308501013),[],MwSt. 19%,1.19,2.10084,0.39916,Pagersystem
S1114672.47309,SP1114672.54.331,SY1114672.2026.47309,iPad1(1114672),01.06.26 18:22,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47309,SALE,1,4.4,4.4,0.0,0.0,0.0,0.0,I62,"Fassbrause (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.697479,0.702521,Pagersystem
S1114672.47310,SP1114672.54.332,SY1114672.2026.47310,iPad1(1114672),01.06.26 18:23,Prod,A1114672.6510,Tisch 17,Manager(946638),S1114672.47310,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47311,SP1114672.54.333,SY1114672.2026.47311,iPad1(1114672),01.06.26 18:23,Prod,A1114672.6510,Tisch 17,Manager(946638),S1114672.47311,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47312,SP1114672.54.334,SY1114672.2026.47312,iPad1(1114672),01.06.26 18:23,Prod,A1114672.6510,Tisch 17,Manager(946638),S1114672.47312,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S6,Lachs,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47313,SP1114672.54.335,SY1114672.2026.47313,iPad1(1114672),01.06.26 18:23,Prod,A1114672.6510,Tisch 17,Manager(946638),S1114672.47313,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I14,Weizenbier alkoholfrei,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
